"","X","Municipal","State","Year","Six_Digit_Code","Region","NAICS_Code","Industry_Title","Average_Monthly_Employment"
"334",26486,"Whitman","MA",2001,135,"Whitman",10,"Total, All Industries",3140
"335",26558,"Wilbraham","MA",2001,455,"Wilbraham",10,"Total, All Industries",3975
"336",26637,"Williamsburg","MA",2001,359,"Williamsburg",10,"Total, All Industries",566
"337",26667,"Williamstown","MA",2001,338,"Williamstown",10,"Total, All Industries",4217
"338",26732,"Wilmington","MA",2001,496,"Wilmington",10,"Total, All Industries",22430
"339",26874,"Winchendon","MA",2001,180,"Winchendon",10,"Total, All Industries",1840
"340",26931,"Winchester","MA",2001,497,"Winchester",10,"Total, All Industries",7850
"341",27029,"Windsor","MA",2001,397,"Windsor",10,"Total, All Industries",74
"342",27036,"Winthrop","MA",2001,143,"Winthrop",10,"Total, All Industries",2309
"343",27112,"Woburn","MA",2001,491,"Woburn",10,"Total, All Industries",40032
"344",27331,"Worcester","MA",2001,501,"Worcester",10,"Total, All Industries",100977
"345",27592,"Worthington","MA",2001,360,"Worthington",10,"Total, All Industries",204
"346",27601,"Wrentham","MA",2001,27,"Wrentham",10,"Total, All Industries",5246
"347",27690,"Yarmouth","MA",2001,46,"Yarmouth",10,"Total, All Industries",8877
"348",27818,"Abington","MA",2002,112,"Abington",10,"Total, All Industries",4166
"349",27892,"Acton","MA",2002,472,"Acton",10,"Total, All Industries",9775
"350",28033,"Acushnet","MA",2002,302,"Acushnet",10,"Total, All Industries",2255
"351",28079,"Adams","MA",2002,332,"Adams",10,"Total, All Industries",2131
"352",28142,"Agawam","MA",2002,432,"Agawam",10,"Total, All Industries",11518
"353",28268,"Alford","MA",2002,372,"Alford",10,"Total, All Industries",38
"354",28273,"Amesbury","MA",2002,322,"Amesbury",10,"Total, All Industries",4652
"355",28369,"Amherst","MA",2002,342,"Amherst",10,"Total, All Industries",12585
"356",28502,"Andover","MA",2002,232,"Andover",10,"Total, All Industries",32846
"357",28636,"Aquinnah","MA",2002,307,"Aquinnah",10,"Total, All Industries",73
"358",28642,"Arlington","MA",2002,62,"Arlington",10,"Total, All Industries",8334
"359",28773,"Ashburnham","MA",2002,162,"Ashburnham",10,"Total, All Industries",1088
"360",28807,"Ashby","MA",2002,163,"Ashby",10,"Total, All Industries",259
"361",28830,"Ashfield","MA",2002,182,"Ashfield",10,"Total, All Industries",248
"362",28844,"Ashland","MA",2002,262,"Ashland",10,"Total, All Industries",4543
"363",28938,"Athol","MA",2002,1,"Athol",10,"Total, All Industries",3595
"364",29014,"Attleboro","MA",2002,21,"Attleborough",10,"Total, All Industries",20418
"365",29159,"Auburn","MA",2002,502,"Auburn",10,"Total, All Industries",10807
"366",29274,"Avon","MA",2002,113,"Avon",10,"Total, All Industries",6292
"367",29347,"Ayer","MA",2002,164,"Ayer",10,"Total, All Industries",6393
"368",29438,"Barnstable","MA",2002,31,"Barnstable",10,"Total, All Industries",28213
"369",29633,"Barre","MA",2002,2,"Barre",10,"Total, All Industries",1183
"370",29681,"Becket","MA",2002,373,"Becket",10,"Total, All Industries",350
"371",29695,"Bedford","MA",2002,473,"Bedford",10,"Total, All Industries",20250
"372",29811,"Belchertown","MA",2002,343,"Belchertown",10,"Total, All Industries",2104
"373",29877,"Bellingham","MA",2002,282,"Bellingham",10,"Total, All Industries",5038
"374",29961,"Belmont","MA",2002,63,"Belmont",10,"Total, All Industries",6482
"375",30066,"Berkley","MA",2002,462,"Berkley",10,"Total, All Industries",562
"376",30095,"Berlin","MA",2002,263,"Berlin",10,"Total, All Industries",659
"377",30128,"Bernardston","MA",2002,183,"Bernardston",10,"Total, All Industries",418
"378",30148,"Beverly","MA",2002,412,"Beverly",10,"Total, All Industries",19412
"379",30315,"Billerica","MA",2002,242,"Billerica",10,"Total, All Industries",23695
"380",30472,"Blackstone","MA",2002,283,"Blackstone",10,"Total, All Industries",1192
"381",30509,"Blandford","MA",2002,433,"Blandford",10,"Total, All Industries",212
"382",30512,"Bolton","MA",2002,264,"Bolton",10,"Total, All Industries",1990
"383",30543,"Boston","MA",2002,51,"Boston",10,"Total, All Industries",558693
"384",30864,"Bourne","MA",2002,32,"Bourne",10,"Total, All Industries",6961
"385",30993,"Boxborough","MA",2002,165,"Boxborough",10,"Total, All Industries",1861
"386",31039,"Boxford","MA",2002,212,"Boxford",10,"Total, All Industries",974
"387",31078,"Boylston","MA",2002,503,"Boylston",10,"Total, All Industries",1480
"388",31120,"Braintree","MA",2002,402,"Braintree",10,"Total, All Industries",29465
"389",31296,"Brewster","MA",2002,33,"Brewster",10,"Total, All Industries",2571
"390",31359,"Bridgewater","MA",2002,114,"Bridgewater",10,"Total, All Industries",7345
"391",31453,"Brimfield","MA",2002,434,"Brimfield",10,"Total, All Industries",501
"392",31480,"Brockton","MA",2002,111,"Brockton",10,"Total, All Industries",38182
"393",31678,"Brookfield","MA",2002,504,"Brookfield",10,"Total, All Industries",523
"394",31702,"Brookline","MA",2002,52,"Brookline",10,"Total, All Industries",14845
"395",31858,"Buckland","MA",2002,184,"Buckland",10,"Total, All Industries",503
"396",31875,"Burlington","MA",2002,492,"Burlington",10,"Total, All Industries",35894
"397",32037,"Cambridge","MA",2002,61,"Cambridge",10,"Total, All Industries",105662
"398",32250,"Canton","MA",2002,362,"Canton",10,"Total, All Industries",20469
"399",32408,"Carlisle","MA",2002,474,"Carlisle",10,"Total, All Industries",831
"400",32439,"Carver","MA",2002,115,"Carver",10,"Total, All Industries",2592
"401",32500,"Charlemont","MA",2002,185,"Charlemont",10,"Total, All Industries",325
"402",32510,"Charlton","MA",2002,482,"Charlton",10,"Total, All Industries",2962
"403",32584,"Chatham","MA",2002,34,"Chatham",10,"Total, All Industries",3061
"404",32674,"Chelmsford","MA",2002,243,"Chelmsford",10,"Total, All Industries",22210
"405",32829,"Chelsea","MA",2002,141,"Chelsea",10,"Total, All Industries",13665
"406",32962,"Cheshire","MA",2002,374,"Cheshire",10,"Total, All Industries",307
"407",32976,"Chester","MA",2002,344,"Chester",10,"Total, All Industries",128
"408",32991,"Chesterfield","MA",2002,345,"Chesterfield",10,"Total, All Industries",124
"409",32997,"Chicopee","MA",2002,435,"Chicopee",10,"Total, All Industries",20226
"410",33160,"Chilmark","MA",2002,303,"Chilmark",10,"Total, All Industries",300
"411",33182,"Clarksburg","MA",2002,333,"Clarksburg",10,"Total, All Industries",229
"412",33199,"Clinton","MA",2002,166,"Clinton",10,"Total, All Industries",4693
"413",33285,"Cohasset","MA",2002,403,"Cohasset",10,"Total, All Industries",2469
"414",33364,"Colrain","MA",2002,186,"Colrain",10,"Total, All Industries",253
"415",33381,"Concord","MA",2002,475,"Concord",10,"Total, All Industries",12505
"416",33525,"Conway","MA",2002,187,"Conway",10,"Total, All Industries",184
"417",33535,"Cummington","MA",2002,346,"Cummington",10,"Total, All Industries",284
"418",33541,"Dalton","MA",2002,375,"Dalton",10,"Total, All Industries",2192
"419",33581,"Danvers","MA",2002,413,"Danvers",10,"Total, All Industries",23836
"420",33752,"Dartmouth","MA",2002,304,"Dartmouth",10,"Total, All Industries",14122
"421",33886,"Dedham","MA",2002,363,"Dedham",10,"Total, All Industries",14493
"422",34033,"Deerfield","MA",2002,188,"Deerfield",10,"Total, All Industries",3872
"423",34095,"Dennis","MA",2002,35,"Dennis",10,"Total, All Industries",4953
"424",34195,"Dighton","MA",2002,463,"Dighton",10,"Total, All Industries",1875
"425",34236,"Douglas","MA",2002,483,"Douglas",10,"Total, All Industries",862
"426",34281,"Dover","MA",2002,364,"Dover",10,"Total, All Industries",812
"427",34319,"Dracut","MA",2002,244,"Dracut",10,"Total, All Industries",4848
"428",34415,"Dudley","MA",2002,484,"Dudley",10,"Total, All Industries",2790
"429",34470,"Dunstable","MA",2002,245,"Dunstable",10,"Total, All Industries",302
"430",34488,"Duxbury","MA",2002,116,"Duxbury",10,"Total, All Industries",2649
"431",34577,"East Bridgewater","MA",2002,117,"East Bridgewater",10,"Total, All Industries",2827
"432",34647,"East Brookfield","MA",2002,505,"East Brookfield",10,"Total, All Industries",398
"433",34662,"East Longmeadow","MA",2002,436,"East Longmeadow",10,"Total, All Industries",9220
"434",34772,"Eastham","MA",2002,36,"Eastham",10,"Total, All Industries",1122
"435",34813,"Easthampton","MA",2002,347,"Easthampton",10,"Total, All Industries",4557
"436",34909,"Easton","MA",2002,118,"Easton",10,"Total, All Industries",9275
"437",35031,"Edgartown","MA",2002,305,"Edgartown",10,"Total, All Industries",2092
"438",35103,"Egremont","MA",2002,376,"Egremont",10,"Total, All Industries",198
"439",35123,"Erving","MA",2002,189,"Erving",10,"Total, All Industries",330
"440",35132,"Essex","MA",2002,414,"Essex",10,"Total, All Industries",1360
"441",35182,"Everett","MA",2002,72,"Everett",10,"Total, All Industries",14484
"442",35304,"Fairhaven","MA",2002,306,"Fairhaven",10,"Total, All Industries",7264
"443",35407,"Fall River","MA",2002,151,"Fall River",10,"Total, All Industries",39132
"444",35615,"Falmouth","MA",2002,37,"Falmouth",10,"Total, All Industries",14575
"445",35758,"Fitchburg","MA",2002,161,"Fitchburg",10,"Total, All Industries",14129
"446",35922,"Florida","MA",2002,334,"Florida",10,"Total, All Industries",73
"447",35925,"Foxborough","MA",2002,22,"Foxborough",10,"Total, All Industries",9804
"448",36033,"Framingham","MA",2002,265,"Framingham",10,"Total, All Industries",45603
"449",36232,"Franklin","MA",2002,284,"Franklin",10,"Total, All Industries",15952
"450",36382,"Freetown","MA",2002,152,"Freetown",10,"Total, All Industries",2158
"451",36451,"Gardner","MA",2002,167,"Gardner",10,"Total, All Industries",8535
"452",36569,"Georgetown","MA",2002,213,"Georgetown",10,"Total, All Industries",2514
"453",36640,"Gill","MA",2002,190,"Gill",10,"Total, All Industries",204
"454",36654,"Gloucester","MA",2002,415,"Gloucester",10,"Total, All Industries",11160
"455",36804,"Goshen","MA",2002,348,"Goshen",10,"Total, All Industries",109
"456",36808,"Gosnold","MA",2002,308,"Gosnold",10,"Total, All Industries",50
"457",36810,"Grafton","MA",2002,506,"Grafton",10,"Total, All Industries",4855
"458",36892,"Granby","MA",2002,349,"Granby",10,"Total, All Industries",853
"459",36931,"Granville","MA",2002,437,"Granville",10,"Total, All Industries",159
"460",36935,"Great Barrington","MA",2002,377,"Great Barrington",10,"Total, All Industries",5313
"461",37056,"Greenfield","MA",2002,181,"Greenfield",10,"Total, All Industries",10492
"462",37192,"Groton","MA",2002,168,"Groton",10,"Total, All Industries",3005
"463",37258,"Groveland","MA",2002,214,"Groveland",10,"Total, All Industries",1144
"464",37292,"Hadley","MA",2002,350,"Hadley",10,"Total, All Industries",4389
"465",37382,"Halifax","MA",2002,119,"Halifax",10,"Total, All Industries",1063
"466",37415,"Hamilton","MA",2002,416,"Hamilton",10,"Total, All Industries",1470
"467",37476,"Hampden","MA",2002,438,"Hampden",10,"Total, All Industries",728
"468",37516,"Hanover","MA",2002,120,"Hanover",10,"Total, All Industries",8035
"469",37637,"Hanson","MA",2002,122,"Hanson",10,"Total, All Industries",1817
"470",37696,"Hardwick","MA",2002,3,"Hardwick",10,"Total, All Industries",340
"471",37715,"Harvard","MA",2002,169,"Harvard",10,"Total, All Industries",1023
"472",37765,"Harwich","MA",2002,38,"Harwich",10,"Total, All Industries",3311
"473",37860,"Hatfield","MA",2002,352,"Hatfield",10,"Total, All Industries",2585
"474",37899,"Haverhill","MA",2002,211,"Haverhill",10,"Total, All Industries",18694
"475",38077,"Hawley","MA",2002,192,"Hawley",10,"Total, All Industries",10
"476",38081,"Heath","MA",2002,193,"Heath",10,"Total, All Industries",83
"477",38086,"Hingham","MA",2002,404,"Hingham",10,"Total, All Industries",10988
"478",38221,"Hinsdale","MA",2002,379,"Hinsdale",10,"Total, All Industries",206
"479",38241,"Holbrook","MA",2002,123,"Holbrook",10,"Total, All Industries",2904
"480",38322,"Holden","MA",2002,507,"Holden",10,"Total, All Industries",3575
"481",38405,"Holland","MA",2002,439,"Holland",10,"Total, All Industries",128
"482",38412,"Holliston","MA",2002,285,"Holliston",10,"Total, All Industries",5277
"483",38512,"Holyoke","MA",2002,221,"Holyoke",10,"Total, All Industries",23241
"484",38675,"Hopedale","MA",2002,286,"Hopedale",10,"Total, All Industries",1662
"485",38724,"Hopkinton","MA",2002,287,"Hopkinton",10,"Total, All Industries",7711
"486",38806,"Hubbardston","MA",2002,4,"Hubbardston",10,"Total, All Industries",629
"487",38834,"Hudson","MA",2002,266,"Hudson",10,"Total, All Industries",10288
"488",38950,"Hull","MA",2002,405,"Hull",10,"Total, All Industries",1403
"489",39000,"Huntington","MA",2002,353,"Huntington",10,"Total, All Industries",456
"490",39014,"Ipswich","MA",2002,323,"Ipswich",10,"Total, All Industries",3821
"491",39106,"Kingston","MA",2002,124,"Kingston",10,"Total, All Industries",5521
"492",39205,"Lakeville","MA",2002,309,"Lakeville",10,"Total, All Industries",3116
"493",39285,"Lancaster","MA",2002,170,"Lancaster",10,"Total, All Industries",2113
"494",39336,"Lanesborough","MA",2002,380,"Lanesborough",10,"Total, All Industries",1810
"495",39383,"Lawrence","MA",2002,231,"Lawrence",10,"Total, All Industries",22211
"496",39551,"Lee","MA",2002,382,"Lee",10,"Total, All Industries",3862
"497",39633,"Leicester","MA",2002,508,"Leicester",10,"Total, All Industries",2068
"498",39690,"Lenox","MA",2002,383,"Lenox",10,"Total, All Industries",3785
"499",39760,"Leominster","MA",2002,172,"Leominster",10,"Total, All Industries",18189
"500",39927,"Leverett","MA",2002,194,"Leverett",10,"Total, All Industries",195
"501",39943,"Lexington","MA",2002,476,"Lexington",10,"Total, All Industries",20337
"502",40082,"Lincoln","MA",2002,477,"Lincoln",10,"Total, All Industries",1871
"503",40125,"Littleton","MA",2002,246,"Littleton",10,"Total, All Industries",5376
"504",40213,"Longmeadow","MA",2002,440,"Longmeadow",10,"Total, All Industries",3309
"505",40282,"Lowell","MA",2002,241,"Lowell",10,"Total, All Industries",33799
"506",40471,"Ludlow","MA",2002,442,"Ludlow",10,"Total, All Industries",6116
"507",40571,"Lunenburg","MA",2002,173,"Lunenburg",10,"Total, All Industries",2508
"508",40637,"Lynn","MA",2002,251,"Lynn",10,"Total, All Industries",24976
"509",40793,"Lynnfield","MA",2002,252,"Lynnfield",10,"Total, All Industries",5171
"510",40864,"Malden","MA",2002,71,"Malden",10,"Total, All Industries",16515
"511",41015,"Manchester-by-the-Sea","MA",2002,417,"Manchester",10,"Total, All Industries",1630
"512",41085,"Mansfield","MA",2002,23,"Mansfield",10,"Total, All Industries",10938
"513",41199,"Marblehead","MA",2002,418,"Marblehead",10,"Total, All Industries",4987
"514",41314,"Marion","MA",2002,310,"Marion",10,"Total, All Industries",1918
"515",41372,"Marlborough","MA",2002,261,"Marlborough",10,"Total, All Industries",27112
"516",41534,"Marshfield","MA",2002,125,"Marshfield",10,"Total, All Industries",5168
"517",41638,"Mashpee","MA",2002,39,"Mashpee",10,"Total, All Industries",3742
"518",41723,"Mattapoisett","MA",2002,312,"Mattapoisett",10,"Total, All Industries",1567
"519",41785,"Maynard","MA",2002,267,"Maynard",10,"Total, All Industries",4776
"520",41861,"Medfield","MA",2002,365,"Medfield",10,"Total, All Industries",3558
"521",41944,"Medford","MA",2002,81,"Medford",10,"Total, All Industries",18736
"522",42093,"Medway","MA",2002,288,"Medway",10,"Total, All Industries",2699
"523",42178,"Melrose","MA",2002,73,"Melrose",10,"Total, All Industries",6457
"524",42276,"Mendon","MA",2002,289,"Mendon",10,"Total, All Industries",1357
"525",42327,"Merrimac","MA",2002,215,"Merrimac",10,"Total, All Industries",834
"526",42374,"Methuen","MA",2002,233,"Methuen",10,"Total, All Industries",15243
"527",42513,"Middleborough","MA",2002,126,"Middleborough",10,"Total, All Industries",7930
"528",42621,"Middlefield","MA",2002,354,"Middlefield",10,"Total, All Industries",46
"529",42623,"Middleton","MA",2002,419,"Middleton",10,"Total, All Industries",4724
"530",42702,"Milford","MA",2002,281,"Milford",10,"Total, All Industries",14915
"531",42842,"Millbury","MA",2002,509,"Millbury",10,"Total, All Industries",3827
"532",42923,"Millis","MA",2002,366,"Millis",10,"Total, All Industries",2185
"533",42987,"Millville","MA",2002,290,"Millville",10,"Total, All Industries",232
"534",43004,"Milton","MA",2002,406,"Milton",10,"Total, All Industries",5962
"535",43084,"Monroe","MA",2002,335,"Monroe",10,"Total, All Industries",48
"536",43086,"Monson","MA",2002,443,"Monson",10,"Total, All Industries",1246
"537",43131,"Montague","MA",2002,196,"Montague",10,"Total, All Industries",2889
"538",43195,"Monterey","MA",2002,384,"Monterey",10,"Total, All Industries",124
"539",43205,"Montgomery","MA",2002,444,"Montgomery",10,"Total, All Industries",64
"540",43208,"Nahant","MA",2002,253,"Nahant",10,"Total, All Industries",422
"541",43234,"Nantucket","MA",2002,313,"Nantucket",10,"Total, All Industries",5793
"542",43348,"Natick","MA",2002,268,"Natick",10,"Total, All Industries",23673
"543",43512,"Needham","MA",2002,92,"Needham",10,"Total, All Industries",19056
"544",43659,"New Ashford","MA",2002,336,"New Ashford",10,"Total, All Industries",50
"545",43665,"New Bedford","MA",2002,301,"New Bedford",10,"Total, All Industries",35913
"546",43882,"New Braintree","MA",2002,510,"New Braintree",10,"Total, All Industries",145
"547",43888,"New Marlborough","MA",2002,386,"New Marlborough",10,"Total, All Industries",383
"548",43903,"New Salem","MA",2002,5,"New Salem",10,"Total, All Industries",152
"549",43910,"Newbury","MA",2002,324,"Newbury",10,"Total, All Industries",1419
"550",43960,"Newburyport","MA",2002,321,"Newburyport",10,"Total, All Industries",9826
"551",44106,"Newton","MA",2002,91,"Newton",10,"Total, All Industries",46495
"552",44314,"Norfolk","MA",2002,367,"Norfolk",10,"Total, All Industries",2774
"553",44376,"North Adams","MA",2002,331,"North Adams",10,"Total, All Industries",5966
"554",44479,"North Andover","MA",2002,234,"North Andover",10,"Total, All Industries",15423
"555",44614,"North Attleborough","MA",2002,24,"North Attleborough",10,"Total, All Industries",12834
"556",44751,"North Brookfield","MA",2002,512,"North Brookfield",10,"Total, All Industries",1156
"557",44787,"North Reading","MA",2002,493,"North Reading",10,"Total, All Industries",6622
"558",44882,"Northampton","MA",2002,341,"Northampton",10,"Total, All Industries",17582
"559",45047,"Northborough","MA",2002,269,"Northborough",10,"Total, All Industries",6414
"560",45160,"Northbridge","MA",2002,292,"Northbridge",10,"Total, All Industries",4464
"561",45234,"Northfield","MA",2002,197,"Northfield",10,"Total, All Industries",1215
"562",45246,"Norton","MA",2002,25,"Norton",10,"Total, All Industries",5944
"563",45329,"Norwell","MA",2002,407,"Norwell",10,"Total, All Industries",8289
